gene_id	matrix_name	transcripts_id	gene_type	is_detected
G12877	G12877	SmLNCA123984-IBu,SmLNCA123985-IBu	lncRNA	TRUE
G12887	G12887	SmLNCA123995-IBu	lncRNA	FALSE
G12888	G12888	SmLNCA123996-IBu	lncRNA	TRUE
G12889	G12889	SmLNCA123998-IBu	lncRNA	TRUE
G12890	G12890	SmLNCA124000-IBu,SmLNCA123999-IBu	lncRNA	TRUE
G12913	G12913	SmLINC124025-IBu,SmLINC124024-IBu,SmLINC124026-IBu	lncRNA	TRUE
G12924	G12924	SmLNCS124045-IBu	lncRNA	TRUE
G12926	G12926	SmLNCS124047-IBu	lncRNA	TRUE
G12929	G12929	SmLNCA124056-IBu	lncRNA	TRUE
G12931	G12931	SmLINC124061-IBu	lncRNA	TRUE
G12932	G12932	SmLINC124062-IBu	lncRNA	TRUE
G12935	G12935	SmLNCA124069-IBu,SmLNCA124071-IBu,SmLNCA124067-IBu,SmLNCA124065-IBu,SmLNCA124072-IBu,SmLNCA124068-IBu,SmLNCA124070-IBu	lncRNA	TRUE
G12937	G12937	SmLNCA124074-IBu	lncRNA	TRUE
G12939	G12939	SmLNCA124076-IBu,SmLNCA124078-IBu,SmLNCA124077-IBu	lncRNA	FALSE
G12940	G12940	SmLNCA124079-IBu	lncRNA	FALSE
G12942	G12942	SmLINC124081-IBu	lncRNA	FALSE
G12948	G12948	SmLNCA124092-IBu,SmLINC124091-IBu	lncRNA	TRUE
G1295	G1295	SmLNCA102294-IBu	lncRNA	TRUE
G12956	G12956	SmLNCA124102-IBu	lncRNA	TRUE
G12966	G12966	SmLNCA124114-IBu	lncRNA	TRUE
G12972	G12972	SmLNCA124128-IBu	lncRNA	TRUE
G12978	G12978	SmLNCA124135-IBu	lncRNA	TRUE
G12986	G12986	SmLNCA124154-IBu	lncRNA	TRUE
G12987	G12987	SmLNCA124155-IBu	lncRNA	TRUE
G12988	G12988	SmLNCA124156-IBu	lncRNA	TRUE
G12989	G12989	SmLNCA124158-IBu	lncRNA	TRUE
G1299	G1299	SmLNCA102300-IBu,SmLINC102299-IBu,SmLINC102298-IBu,SmLNCA102301-IBu	lncRNA	TRUE
G12991	G12991	SmLNCA124161-IBu	lncRNA	TRUE
G12998	G12998	SmLNCS124172-IBu	lncRNA	TRUE
G130	G130	SmLINC100203-IBu,SmLNCA100202-IBu,SmLINC100205-IBu,SmLINC100200-IBu,SmLINC100201-IBu	lncRNA	TRUE
G13003	G13003	SmLNCA124184-IBu	lncRNA	TRUE
G13008	G13008	SmLINC124190-IBu	lncRNA	TRUE
G1301	G1301	SmLNCS102305-IBu	lncRNA	TRUE
G1302	G1302	SmLINC102306-IBu	lncRNA	FALSE
G13020	G13020	SmLNCS124204-IBu	lncRNA	TRUE
G13021	G13021	SmLNCS124205-IBu	lncRNA	TRUE
G13038	G13038	SmLNCA124251-IBu	lncRNA	TRUE
G13045	G13045	SmLNCA124260-IBu,SmLNCA124258-IBu	lncRNA	TRUE
G13047	G13047	SmLNCA124262-IBu	lncRNA	FALSE
G13056	G13056	SmLINC124284-IBu	lncRNA	TRUE
G13058	G13058	SmLNCA124293-IBu	lncRNA	TRUE
G13061	G13061	SmLNCA124300-IBu	lncRNA	TRUE
G13064	G13064	SmLNCA124303-IBu	lncRNA	FALSE
G13071	G13071	SmLNCA124318-IBu	lncRNA	FALSE
G13073	G13073	SmLINC124320-IBu,SmLINC124321-IBu	lncRNA	TRUE
G13074	G13074	SmLINC124323-IBu,SmLINC124322-IBu	lncRNA	FALSE
G13075	G13075	SmLINC124324-IBu,SmLINC124325-IBu	lncRNA	TRUE
G13080	G13080	SmLNCS124338-IBu	lncRNA	TRUE
G13082	G13082	SmLNCA124343-IBu	lncRNA	FALSE
G13086	G13086	SmLNCA124349-IBu	lncRNA	TRUE
G13090	G13090	SmLNCA124354-IBu	lncRNA	TRUE
G13092	G13092	SmLNCA124359-IBu,SmLNCA124358-IBu,SmLNCA124363-IBu,SmLNCA124361-IBu,SmLNCA124366-IBu,SmLNCA124360-IBu,SmLNCA124357-IBu,SmLNCA124356-IBu	lncRNA	TRUE
G13093	G13093	SmLNCA124369-IBu,SmLNCA124367-IBu,SmLNCA124365-IBu,SmLNCA124368-IBu	lncRNA	TRUE
G13097	G13097	SmLNCA124375-IBu,SmLNCA124373-IBu	lncRNA	TRUE
G13103	G13103	SmLNCS124382-IBu	lncRNA	FALSE
G13104	G13104	SmLNCA124383-IBu	lncRNA	TRUE
G13105	G13105	SmLNCA124384-IBu	lncRNA	FALSE
G13106	G13106	SmLNCA124385-IBu,SmLNCA124386-IBu	lncRNA	TRUE
G13111	G13111	SmLNCS124396-IBu	lncRNA	TRUE
G13113	G13113	SmLINC124399-IBu,SmLINC124398-IBu	lncRNA	FALSE
G13115	G13115	SmLNCA124402-IBu,SmLNCA124401-IBu	lncRNA	TRUE
G13116	G13116	SmLNCA124403-IBu	lncRNA	TRUE
G13117	G13117	SmLNCA124405-IBu	lncRNA	TRUE
G13119	G13119	SmLNCA124407-IBu,SmLNCA124408-IBu,SmLNCA124410-IBu,SmLNCA124409-IBu	lncRNA	TRUE
G13121	G13121	SmLNCS124414-IBu	lncRNA	TRUE
G13122	G13122	SmLNCS124415-IBu	lncRNA	FALSE
G13126	G13126	SmLNCA124424-IBu	lncRNA	FALSE
G13128	G13128	SmLNCA124426-IBu	lncRNA	TRUE
G1313	G1313	SmLNCA102324-IBu	lncRNA	TRUE
G13135	G13135	SmLNCA124433-IBu,SmLNCA124434-IBu	lncRNA	TRUE
G13138	G13138	SmLNCS124440-IBu	lncRNA	TRUE
G13139	G13139	SmLNCS124441-IBu	lncRNA	TRUE
G13140	G13140	SmLNCA124443-IBu	lncRNA	TRUE
G13149	G13149	SmLINC124464-IBu	lncRNA	TRUE
G13151	G13151	SmLINC124466-IBu	lncRNA	TRUE
G13152	G13152	SmLINC124467-IBu	lncRNA	FALSE
G13153	G13153	SmLINC124468-IBu	lncRNA	TRUE
G13154	G13154	SmLINC124469-IBu	lncRNA	TRUE
G13156	G13156	SmLINC124472-IBu,SmLINC124471-IBu	lncRNA	TRUE
G13160	G13160	SmLNCA124495-IBu	lncRNA	TRUE
G13171	G13171	SmLNCS124536-IBu	lncRNA	FALSE
G13172	G13172	SmLNCS124537-IBu	lncRNA	TRUE
G13188	G13188	SmLNCA124583-IBu	lncRNA	FALSE
G1319	G1319	SmLNCA102330-IBu,SmLNCA102331-IBu,SmLNCA102333-IBu	lncRNA	TRUE
G13192	G13192	SmLINC124601-IBu,SmLINC124600-IBu	lncRNA	TRUE
G13199	G13199	SmLNCS124621-IBu	lncRNA	TRUE
G132	G132	SmLINC100210-IBu,SmLINC100209-IBu	lncRNA	TRUE
G13204	G13204	SmLNCA124628-IBu,SmLNCA124629-IBu	lncRNA	TRUE
G13205	G13205	SmLINC005836-IBu,SmLNCA124632-IBu,SmLNCA124633-IBu	lncRNA	TRUE
G13210	G13210	SmLNCA124639-IBu	lncRNA	FALSE
G13214	G13214	SmLNCA124643-IBu	lncRNA	TRUE
G13216	G13216	SmLNCS124645-IBu	lncRNA	TRUE
G1323	G1323	SmLNCA102344-IBu	lncRNA	TRUE
G13233	G13233	SmLNCA124677-IBu	lncRNA	TRUE
G13242	G13242	SmLNCA124693-IBu	lncRNA	TRUE
G13251	G13251	SmLNCA124706-IBu	lncRNA	FALSE
G13261	G13261	SmLNCA124735-IBu	lncRNA	TRUE
G13264	G13264	SmLNCA124742-IBu,SmLNCA124741-IBu	lncRNA	TRUE
G13267	G13267	SmLNCA124751-IBu	lncRNA	FALSE
G13268	G13268	SmLNCA124752-IBu	lncRNA	TRUE
G13273	G13273	SmLINC124761-IBu,SmLINC124763-IBu	lncRNA	TRUE
G13275	G13275	SmLNCA124766-IBu,SmLINC124767-IBu	lncRNA	TRUE
G13280	G13280	SmLNCA124772-IBu	lncRNA	TRUE
G13292	G13292	SmLINC124802-IBu,SmLINC124804-IBu,SmLINC124803-IBu	lncRNA	TRUE
G13293	G13293	SmLNCA124805-IBu	lncRNA	TRUE
G13297	G13297	SmLNCA124809-IBu	lncRNA	FALSE
G13304	G13304	SmLINC124825-IBu	lncRNA	FALSE
G13305	G13305	SmLINC124827-IBu,SmLINC124826-IBu,SmLINC124828-IBu	lncRNA	FALSE
G13311	G13311	SmLNCA124840-IBu,SmLNCA124839-IBu,SmLNCA124841-IBu,SmLNCA124842-IBu,SmLNCA124838-IBu	lncRNA	FALSE
G13314	G13314	SmLINC124846-IBu,SmLINC100062120,SmLINC124847-IBu	lncRNA	TRUE
G13321	G13321	SmLNCS124862-IBu	lncRNA	FALSE
G13329	G13329	SmLNCS124890-IBu	lncRNA	TRUE
G13330	G13330	SmLNCS124892-IBu	lncRNA	TRUE
G13344	G13344	SmLNCA124925-IBu	lncRNA	TRUE
G13347	G13347	SmLNCS124936-IBu	lncRNA	TRUE
G13348	G13348	SmLNCA124943-IBu,SmLNCA124937-IBu,SmLNCA124941-IBu,SmLNCA124940-IBu,SmLNCA124942-IBu,SmLNCA124939-IBu,SmLNCA124938-IBu	lncRNA	TRUE
G13351	G13351	SmLINC124946-IBu,SmLINC124947-IBu	lncRNA	TRUE
G13352	G13352	SmLINC124949-IBu	lncRNA	TRUE
G13354	G13354	SmLINC124951-IBu	lncRNA	FALSE
G13357	G13357	SmLINC124956-IBu	lncRNA	FALSE
G13368	G13368	SmLINC001811-IBu,SmLINC124969-IBu,SmLINC124967-IBu	lncRNA	TRUE
G13369	G13369	SmLNCA124970-IBu	lncRNA	TRUE
G13372	G13372	SmLINC124973-IBu,SmLINC124974-IBu	lncRNA	TRUE
G13373	G13373	SmLNCA124975-IBu	lncRNA	TRUE
G13374	G13374	SmLINC124976-IBu	lncRNA	TRUE
G13375	G13375	SmLINC124977-IBu	lncRNA	TRUE
G1338	G1338	SmLNCA102362-IBu	lncRNA	TRUE
G13383	G13383	SmLNCA125004-IBu	lncRNA	TRUE
G13387	G13387	SmLNCS125010-IBu	lncRNA	TRUE
G13388	G13388	SmLNCA125011-IBu	lncRNA	TRUE
G13389	G13389	SmLNCA125012-IBu	lncRNA	TRUE
G13392	G13392	SmLINC125015-IBu	lncRNA	TRUE
G13394	G13394	SmLINC125017-IBu	lncRNA	FALSE
G13400	G13400	SmLNCA125023-IBu	lncRNA	FALSE
G13404	G13404	SmLINC125031-IBu	lncRNA	TRUE
G13405	G13405	SmLNCA125032-IBu	lncRNA	TRUE
G13406	G13406	SmLINC125033-IBu	lncRNA	TRUE
G13413	G13413	SmLINC125043-IBu	lncRNA	TRUE
G13418	G13418	SmLNCA125048-IBu	lncRNA	TRUE
G13420	G13420	SmLNCA125050-IBu	lncRNA	TRUE
G13429	G13429	SmLINC125066-IBu	lncRNA	FALSE
G1343	G1343	SmLINC102376-IBu,SmLINC102377-IBu,SmLINC102378-IBu	lncRNA	TRUE
G13430	G13430	SmLNCA125069-IBu	lncRNA	TRUE
G13434	G13434	SmLINC125074-IBu,SmLINC125073-IBu	lncRNA	TRUE
G1344	G1344	SmLINC102379-IBu	lncRNA	TRUE
G13445	G13445	SmLNCA125091-IBu	lncRNA	TRUE
G13448	G13448	SmLINC125094-IBu	lncRNA	TRUE
G13449	G13449	SmLNCA125095-IBu	lncRNA	TRUE
G13451	G13451	SmLINC125097-IBu	lncRNA	TRUE
G13452	G13452	SmLNCA125098-IBu	lncRNA	TRUE
G13453	G13453	SmLNCA125099-IBu	lncRNA	FALSE
G13456	G13456	SmLINC125102-IBu	lncRNA	TRUE
G13457	G13457	SmLINC125104-IBu,SmLINC125103-IBu	lncRNA	TRUE
G13458	G13458	SmLINC125105-IBu	lncRNA	FALSE
G13460	G13460	SmLINC125115-IBu,SmLINC125110-IBu,SmLINC125114-IBu,SmLINC125113-IBu,SmLINC125116-IBu,SmLINC125111-IBu,SmLINC125112-IBu	lncRNA	TRUE
G13464	G13464	SmLINC125124-IBu,SmLINC125122-IBu,SmLINC125121-IBu,SmLINC125123-IBu	lncRNA	TRUE
G13465	G13465	SmLINC125125-IBu	lncRNA	TRUE
G13466	G13466	SmLINC125126-IBu,SmLINC125127-IBu	lncRNA	TRUE
G13467	G13467	SmLINC125129-IBu	lncRNA	TRUE
G1347	G1347	SmLINC102387-IBu	lncRNA	FALSE
G13472	G13472	SmLNCA125136-IBu,SmLNCA125137-IBu	lncRNA	TRUE
G13475	G13475	SmLNCA125140-IBu	lncRNA	TRUE
G1348	G1348	SmLNCA102388-IBu	lncRNA	FALSE
G13483	G13483	SmLNCA125155-IBu	lncRNA	FALSE
G13484	G13484	SmLNCA125156-IBu	lncRNA	TRUE
G13485	G13485	SmLINC125157-IBu	lncRNA	TRUE
G13491	G13491	SmLINC125168-IBu	lncRNA	TRUE
G13492	G13492	SmLINC125169-IBu,SmLINC125170-IBu	lncRNA	TRUE
G13493	G13493	SmLINC125171-IBu,SmLINC125173-IBu,SmLINC125174-IBu,SmLINC125172-IBu	lncRNA	TRUE
G13495	G13495	SmLINC125182-IBu	lncRNA	TRUE
G13497	G13497	SmLNCS125190-IBu	lncRNA	TRUE
G13499	G13499	SmLNCA125192-IBu	lncRNA	TRUE
G13501	G13501	SmLINC125195-IBu,SmLINC125194-IBu	lncRNA	TRUE
G13503	G13503	SmLNCA125216-IBu	lncRNA	FALSE
G13511	G13511	SmLNCS125239-IBu	lncRNA	FALSE
G13514	G13514	SmLINC125242-IBu	lncRNA	FALSE
G13521	G13521	SmLINC125257-IBu,SmLINC125258-IBu	lncRNA	TRUE
G13523	G13523	SmLINC125260-IBu	lncRNA	TRUE
G13526	G13526	SmLNCA125263-IBu	lncRNA	TRUE
G13529	G13529	SmLINC125268-IBu,SmLINC125267-IBu	lncRNA	TRUE
G1353	G1353	SmLINC102396-IBu	lncRNA	TRUE
G13530	G13530	SmLINC125271-IBu,SmLINC125275-IBu,SmLINC125274-IBu,SmLINC125273-IBu,SmLINC125272-IBu	lncRNA	TRUE
G13531	G13531	SmLINC125277-IBu,SmLINC125276-IBu	lncRNA	TRUE
G13532	G13532	SmLINC125278-IBu	lncRNA	FALSE
G13533	G13533	SmLINC125279-IBu	lncRNA	FALSE
G13538	G13538	SmLNCA125286-IBu	lncRNA	FALSE
G13539	G13539	SmLNCA125288-IBu	lncRNA	TRUE
G13545	G13545	SmLINC125294-IBu,SmLINC125296-IBu,SmLINC125295-IBu	lncRNA	TRUE
G13548	G13548	SmLINC125299-IBu	lncRNA	TRUE
G13552	G13552	SmLNCA125303-IBu	lncRNA	TRUE
G13554	G13554	SmLINC125305-IBu	lncRNA	FALSE
G13556	G13556	SmLNCS125307-IBu	lncRNA	FALSE
G1356	G1356	SmLNCA102400-IBu	lncRNA	TRUE
G13560	G13560	SmLNCA125311-IBu	lncRNA	TRUE
G13561	G13561	SmLNCA125312-IBu	lncRNA	TRUE
G13562	G13562	SmLNCA125313-IBu	lncRNA	TRUE
G13565	G13565	SmLNCA125316-IBu	lncRNA	TRUE
G13572	G13572	SmLNCA125325-IBu	lncRNA	FALSE
G13574	G13574	SmLINC125335-IBu	lncRNA	TRUE
G1358	G1358	SmLINC102403-IBu	lncRNA	TRUE
G1359	G1359	SmLINC102404-IBu	lncRNA	TRUE
G13597	G13597	SmLNCA125378-IBu	lncRNA	TRUE
G13598	G13598	SmLINC125379-IBu	lncRNA	FALSE
G13601	G13601	SmLINC125385-IBu	lncRNA	TRUE
G13602	G13602	SmLINC125387-IBu,SmLNCA125386-IBu	lncRNA	TRUE
G13603	G13603	SmLINC125389-IBu,SmLINC125388-IBu,SmLINC125390-IBu	lncRNA	TRUE
G1361	G1361	SmLINC102407-IBu,SmLINC102408-IBu,SmLINC102409-IBu	lncRNA	TRUE
G13611	G13611	SmLINC125405-IBu,SmLINC125406-IBu	lncRNA	TRUE
G13616	G13616	SmLINC125414-IBu,SmLINC125415-IBu	lncRNA	TRUE
G1362	G1362	SmLINC102410-IBu	lncRNA	TRUE
G13620	G13620	SmLNCA125433-IBu	lncRNA	TRUE
G13623	G13623	SmLNCA125436-IBu	lncRNA	TRUE
G13624	G13624	SmLNCA125437-IBu	lncRNA	FALSE
G1363	G1363	SmLINC102412-IBu,SmLINC102411-IBu	lncRNA	TRUE
G13631	G13631	SmLNCA125447-IBu	lncRNA	TRUE
G13632	G13632	SmLNCA125449-IBu	lncRNA	TRUE
G13638	G13638	SmLNCA125467-IBu	lncRNA	FALSE
G1364	G1364	SmLINC102415-IBu,SmLINC102413-IBu,SmLINC102416-IBu,SmLINC102417-IBu,SmLINC102418-IBu	lncRNA	TRUE
G13648	G13648	SmLINC125489-IBu	lncRNA	TRUE
G13649	G13649	SmLINC125490-IBu	lncRNA	FALSE
G1365	G1365	SmLINC102419-IBu	lncRNA	FALSE
G13650	G13650	SmLINC125491-IBu	lncRNA	TRUE
G13651	G13651	SmLINC125492-IBu	lncRNA	TRUE
G13656	G13656	SmLINC125497-IBu	lncRNA	TRUE
G13657	G13657	SmLNCS125498-IBu	lncRNA	FALSE
G13661	G13661	SmLINC125504-IBu	lncRNA	TRUE
G13662	G13662	SmLNCA125505-IBu	lncRNA	TRUE
G13664	G13664	SmLINC125507-IBu	lncRNA	TRUE
G13666	G13666	SmLINC125509-IBu	lncRNA	TRUE
G13668	G13668	SmLNCS125511-IBu	lncRNA	TRUE
G1367	G1367	SmLINC102426-IBu,SmLINC102430-IBu,SmLINC102434-IBu,SmLINC102425-IBu,SmLINC102428-IBu,SmLINC102429-IBu,SmLINC102427-IBu,SmLINC102433-IBu,SmLINC102432-IBu,SmLINC102435-IBu,SmLINC102431-IBu	lncRNA	TRUE
G13670	G13670	SmLINC125514-IBu	lncRNA	TRUE
G13685	G13685	SmLINC125535-IBu,SmLINC125537-IBu	lncRNA	TRUE
G13691	G13691	SmLNCA125548-IBu,SmLNCA125549-IBu	lncRNA	FALSE
G13694	G13694	SmLNCA125552-IBu	lncRNA	TRUE
G13697	G13697	SmLNCA125555-IBu	lncRNA	TRUE
G13700	G13700	SmLNCS125559-IBu	lncRNA	TRUE
G13703	G13703	SmLNCA125564-IBu	lncRNA	TRUE
G13709	G13709	SmLNCS125572-IBu	lncRNA	FALSE
G13713	G13713	SmLINC125576-IBu	lncRNA	FALSE
G13714	G13714	SmLNCA125578-IBu,SmLNCA125577-IBu,SmLNCA125579-IBu	lncRNA	TRUE
G13715	G13715	SmLNCA125580-IBu	lncRNA	FALSE
G13716	G13716	SmLNCA125581-IBu	lncRNA	TRUE
G13722	G13722	SmLNCS125593-IBu	lncRNA	TRUE
G13725	G13725	SmLINC125608-IBu	lncRNA	TRUE
G13726	G13726	SmLINC125609-IBu	lncRNA	FALSE
G13732	G13732	SmLNCA125615-IBu	lncRNA	TRUE
G13736	G13736	SmLINC125620-IBu,SmLINC125624-IBu,SmLINC125621-IBu,SmLINC125623-IBu	lncRNA	TRUE
G13737	G13737	SmLNCA125625-IBu	lncRNA	TRUE
G13738	G13738	SmLNCA125626-IBu	lncRNA	TRUE
G13739	G13739	SmLNCA125627-IBu	lncRNA	FALSE
G13740	G13740	SmLNCA125628-IBu	lncRNA	TRUE
G13744	G13744	SmLNCA125633-IBu	lncRNA	TRUE
G13749	G13749	SmLNCS125643-IBu	lncRNA	FALSE
G13755	G13755	SmLNCA125649-IBu	lncRNA	TRUE
G13769	G13769	SmLNCS125666-IBu	lncRNA	TRUE
G13772	G13772	SmLNCA125669-IBu	lncRNA	TRUE
G13776	G13776	SmLNCS125679-IBu	lncRNA	TRUE
G13778	G13778	SmLNCA125681-IBu	lncRNA	FALSE
G13787	G13787	SmLNCA125699-IBu	lncRNA	FALSE
G13789	G13789	SmLNCA125702-IBu,SmLNCA125701-IBu	lncRNA	TRUE
G13802	G13802	SmLINC125720-IBu,SmLINC125719-IBu	lncRNA	TRUE
G13815	G13815	SmLNCA125756-IBu	lncRNA	TRUE
G13818	G13818	SmLNCA125760-IBu,SmLNCA125759-IBu	lncRNA	TRUE
G13826	G13826	SmLNCA125770-IBu	lncRNA	TRUE
G13831	G13831	SmLNCA125780-IBu	lncRNA	TRUE
G1384	G1384	SmLINC102454-IBu	lncRNA	TRUE
G13841	G13841	SmLINC125797-IBu	lncRNA	TRUE
G13850	G13850	SmLNCA125816-IBu,SmLNCA125815-IBu	lncRNA	FALSE
G13854	G13854	SmLNCA125827-IBu	lncRNA	TRUE
G13860	G13860	SmLNCS125833-IBu	lncRNA	TRUE
G13866	G13866	SmLINC125840-IBu,SmLINC125839-IBu	lncRNA	TRUE
G13879	G13879	SmLNCA125860-IBu,SmLINC125859-IBu	lncRNA	TRUE
G13889	G13889	SmLINC125894-IBu	lncRNA	TRUE
G13894	G13894	SmLNCA125903-IBu	lncRNA	TRUE
G13900	G13900	SmLINC125913-IBu	lncRNA	TRUE
G13904	G13904	SmLINC125917-IBu	lncRNA	TRUE
G13909	G13909	SmLNCA125931-IBu	lncRNA	TRUE
G13912	G13912	SmLINC125934-IBu	lncRNA	TRUE
G13924	G13924	SmLINC125952-IBu	lncRNA	FALSE
G13930	G13930	SmLNCA125958-IBu	lncRNA	TRUE
G13932	G13932	SmLNCA125960-IBu	lncRNA	FALSE
G13938	G13938	SmLNCA125968-IBu	lncRNA	TRUE
G13939	G13939	SmLNCA125970-IBu	lncRNA	TRUE
G13944	G13944	SmLINC125981-IBu	lncRNA	TRUE
G13945	G13945	SmLINC125983-IBu,SmLINC125982-IBu,SmLINC125984-IBu	lncRNA	TRUE
G13946	G13946	SmLNCA125985-IBu	lncRNA	TRUE
G13947	G13947	SmLINC125986-IBu	lncRNA	TRUE
G13951	G13951	SmLNCA125991-IBu	lncRNA	TRUE
G13953	G13953	SmLINC125995-IBu	lncRNA	FALSE
G13954	G13954	SmLINC125996-IBu	lncRNA	FALSE
G13955	G13955	SmLNCA125998-IBu,SmLNCA125997-IBu	lncRNA	TRUE
G13956	G13956	SmLNCA100057923	lncRNA	TRUE
G13958	G13958	SmLNCA126001-IBu	lncRNA	TRUE
G13961	G13961	SmLNCA126004-IBu	lncRNA	TRUE
G13965	G13965	SmLNCA126011-IBu,SmLNCA126012-IBu	lncRNA	TRUE
G13969	G13969	SmLINC126018-IBu	lncRNA	TRUE
G13977	G13977	SmLNCS126036-IBu	lncRNA	TRUE
G13985	G13985	SmLNCA126052-IBu	lncRNA	TRUE
G13995	G13995	SmLNCS126070-IBu	lncRNA	FALSE
G13996	G13996	SmLNCS126071-IBu	lncRNA	TRUE
G140	G140	SmLINC100225-IBu	lncRNA	FALSE
G14000	G14000	SmLNCA126077-IBu	lncRNA	TRUE
G14004	G14004	SmLNCA126097-IBu	lncRNA	FALSE
G14005	G14005	SmLNCA126098-IBu	lncRNA	TRUE
G14011	G14011	SmLINC126108-IBu,SmLINC126107-IBu	lncRNA	TRUE
G14021	G14021	SmLINC126119-IBu	lncRNA	TRUE
G14022	G14022	SmLNCA126123-IBu	lncRNA	TRUE
G1403	G1403	SmLNCS102495-IBu,SmLINC102494-IBu,SmLNCS102496-IBu,SmLINC102497-IBu	lncRNA	TRUE
G14032	G14032	SmLNCA126144-IBu	lncRNA	TRUE
G14033	G14033	SmLINC126145-IBu	lncRNA	TRUE
G14035	G14035	SmLNCA126147-IBu,SmLNCA126149-IBu	lncRNA	TRUE
G14039	G14039	SmLINC126158-IBu,SmLNCA126159-IBu,SmLINC126160-IBu	lncRNA	TRUE
G14040	G14040	SmLINC126161-IBu	lncRNA	TRUE
G14041	G14041	SmLINC126162-IBu	lncRNA	TRUE
G14043	G14043	SmLNCA126169-IBu	lncRNA	TRUE
G14046	G14046	SmLINC126172-IBu	lncRNA	TRUE
G14047	G14047	SmLINC126177-IBu	lncRNA	TRUE
G14049	G14049	SmLINC126179-IBu,SmLINC126180-IBu	lncRNA	TRUE
G14051	G14051	SmLINC100059064	lncRNA	TRUE
G14052	G14052	SmLNCA126183-IBu	lncRNA	TRUE
G14054	G14054	SmLINC126187-IBu,SmLINC126186-IBu,SmLINC126185-IBu	lncRNA	TRUE
G14058	G14058	SmLNCA126192-IBu	lncRNA	TRUE
G14063	G14063	SmLINC126197-IBu	lncRNA	TRUE
G14066	G14066	SmLNCA126210-IBu	lncRNA	TRUE
G14067	G14067	SmLNCA126211-IBu,SmLNCA126212-IBu	lncRNA	TRUE
G14068	G14068	SmLNCA126213-IBu	lncRNA	TRUE
G14070	G14070	SmLNCA126218-IBu,SmLNCA126219-IBu,SmLNCA126216-IBu,SmLNCA126215-IBu	lncRNA	TRUE
G14071	G14071	SmLINC126220-IBu	lncRNA	TRUE
G14074	G14074	SmLINC126223-IBu	lncRNA	TRUE
G14090	G14090	SmLNCA126245-IBu,SmLNCA126243-IBu	lncRNA	TRUE
G14094	G14094	SmLNCS126250-IBu	lncRNA	TRUE
G141	G141	SmLINC100226-IBu	lncRNA	TRUE
G14100	G14100	SmLNCS126256-IBu	lncRNA	FALSE
G14104	G14104	SmLINC126260-IBu	lncRNA	TRUE
G14105	G14105	SmLNCA126261-IBu	lncRNA	TRUE
G14107	G14107	SmLINC126264-IBu	lncRNA	TRUE
G14118	G14118	SmLNCA126283-IBu	lncRNA	TRUE
G14124	G14124	SmLNCA126292-IBu	lncRNA	TRUE
G14127	G14127	SmLNCA126299-IBu,SmLNCA126300-IBu	lncRNA	TRUE
G14137	G14137	SmLNCA126310-IBu	lncRNA	FALSE
G14142	G14142	SmLNCA126318-IBu	lncRNA	TRUE
G14144	G14144	SmLINC126320-IBu	lncRNA	TRUE
G14145	G14145	SmLINC126322-IBu,SmLINC126323-IBu,SmLINC126321-IBu	lncRNA	TRUE
G14146	G14146	SmLINC126324-IBu	lncRNA	TRUE
G14148	G14148	SmLINC126326-IBu	lncRNA	TRUE
G14149	G14149	SmLINC126327-IBu	lncRNA	TRUE
G14150	G14150	SmLNCA126328-IBu	lncRNA	TRUE
G14153	G14153	SmLINC126333-IBu	lncRNA	TRUE
G14155	G14155	SmLNCA126335-IBu	lncRNA	TRUE
G14157	G14157	SmLINC126337-IBu	lncRNA	TRUE
G14165	G14165	SmLINC126348-IBu	lncRNA	TRUE
G14175	G14175	SmLNCA126374-IBu,SmLINC126373-IBu	lncRNA	TRUE
G14179	G14179	SmLNCS126384-IBu	lncRNA	TRUE
G1418	G1418	SmLINC102528-IBu	lncRNA	FALSE
G14188	G14188	SmLINC126398-IBu,SmLINC126401-IBu,SmLINC126405-IBu,SmLINC126393-IBu,SmLINC126403-IBu,SmLINC126402-IBu,SmLINC126406-IBu,SmLINC126400-IBu,SmLINC126394-IBu,SmLINC126395-IBu,SmLINC126396-IBu,SmLINC126399-IBu,SmLINC126397-IBu,SmLINC126404-IBu	lncRNA	TRUE
G1419	G1419	SmLINC102532-IBu,SmLINC102530-IBu,SmLINC102531-IBu	lncRNA	TRUE
G14193	G14193	SmLNCS126412-IBu	lncRNA	TRUE
G14195	G14195	SmLNCS126416-IBu	lncRNA	FALSE
G14199	G14199	SmLNCS126420-IBu	lncRNA	FALSE
G14200	G14200	SmLNCA126422-IBu	lncRNA	TRUE
G1421	G1421	SmLNCA102534-IBu	lncRNA	TRUE
G14212	G14212	SmLNCS126445-IBu	lncRNA	TRUE
G14214	G14214	SmLINC126449-IBu,SmLINC126451-IBu,SmLINC126447-IBu,SmLINC126452-IBu,SmLINC126450-IBu,SmLINC126453-IBu	lncRNA	TRUE
G1422	G1422	SmLNCA102535-IBu	lncRNA	FALSE
G14221	G14221	SmLINC126466-IBu	lncRNA	TRUE
G14226	G14226	SmLINC126475-IBu	lncRNA	TRUE
G14228	G14228	SmLNCA126478-IBu,SmLNCA126477-IBu	lncRNA	TRUE
G14230	G14230	SmLINC126480-IBu	lncRNA	TRUE
G14232	G14232	SmLNCA126482-IBu,SmLNCA126483-IBu	lncRNA	TRUE
G14233	G14233	SmLINC126484-IBu	lncRNA	TRUE
